Date,Open,High,Low,Close,Volume
1/17/2014,170.190002,173.199997,167.949997,170.009995,9206200
1/21/2014,171.240005,177.289993,170.809998,176.679993,9734700
1/22/2014,177.809998,180.320007,174.759995,178.559998,7022600
1/23/2014,177.229996,182.380005,173.419998,181.5,7867400
1/24/2014,177.850006,180.479996,173.529999,174.600006,7664300
1/27/2014,175.160004,177.919998,164.710007,169.619995,8716400
1/28/2014,171.5,178.979996,171,178.380005,6093400
1/29/2014,175.300003,179.089996,173.130005,175.229996,5935500
1/30/2014,178,184.779999,177.009995,182.839996,8565000
1/31/2014,178.850006,186,178.509995,181.410004,6508800
2/3/2014,182.889999,184.880005,175.160004,177.110001,6764900
2/4/2014,180.699997,181.600006,176.199997,178.729996,4686300
2/5/2014,178.300003,180.589996,169.360001,174.419998,7268000
2/6/2014,176.300003,180.110001,176,178.380005,5841600
2/7/2014,181.009995,186.630005,179.600006,186.529999,8928500
2/10/2014,189.339996,199.300003,189.320007,196.559998,12970700
2/11/2014,198.970001,202.199997,192.699997,196.619995,10709900
2/12/2014,195.779999,198.270004,194.320007,195.320007,5173700
2/13/2014,193.339996,202.720001,193.25,199.630005,8029300
2/14/2014,198.100006,201.880005,197,198.229996,6158000
2/18/2014,205.240005,206,201.360001,203.699997,9332800
2/19/2014,203.699997,203.699997,193.410004,193.639999,16169000
2/20/2014,215.009995,215.210007,206.270004,209.970001,18002300
2/21/2014,211.639999,213.979996,209.190002,209.600006,7818800
2/24/2014,208.759995,218.360001,208.320007,217.649994,8278400
2/25/2014,230,259.200012,228.449997,248,32681700
2/26/2014,258.579987,265,247.5,253,24604600
2/27/2014,261.25,261.899994,248.330002,252.539993,17945800
2/28/2014,249.649994,252.679993,242.550003,244.809998,14589800
3/3/2014,237.259995,251.649994,234.990005,250.559998,13089300
3/4/2014,258.480011,260,252.830002,254.839996,8745600
3/5/2014,256.720001,256.98999,251.800003,252.660004,5935700
3/6/2014,254.139999,257.5,249.449997,252.940002,7361100
3/7/2014,252.940002,254.850006,244.410004,246.210007,7812300
3/10/2014,242.699997,243,236.059998,238.839996,7728100
3/11/2014,236.5,244.600006,232.429993,234.410004,8810100
3/12/2014,231.5,247.5,231.110001,241.490005,9754400
3/13/2014,243.789993,244.190002,234,237.789993,6236300
3/14/2014,235.289993,236.940002,228.320007,230.970001,8289700
3/17/2014,234.949997,237.929993,230.5,233.979996,5912600
3/18/2014,236.949997,241.5,235.020004,240.039993,6242300
3/19/2014,241.389999,241.550003,233.509995,235.839996,5071300
3/20/2014,236.160004,239.25,233.360001,234.910004,3817900
3/21/2014,236.020004,236.199997,227.5,228.889999,8216900
3/24/2014,229.75,229.899994,210.270004,220.169998,11328800
3/25/2014,224.139999,227.050003,217.899994,220.440002,7865400
3/26/2014,221.949997,222.600006,211.350006,212.960007,6907300
3/27/2014,212.369995,213.600006,203,207.320007,9495700
3/28/2014,212.800003,216.720001,210.270004,212.369995,9684800
3/31/2014,216.5,216.75,206.389999,208.449997,8380000
4/1/2014,209.020004,218.160004,208.580002,216.970001,7371400
4/2/2014,220,230.889999,218.050003,230.289993,10782300
4/3/2014,230.300003,235.729996,222,225.399994,10923700
4/4/2014,226.009995,228.270004,211.25,212.229996,11345600
4/7/2014,205.809998,216.199997,203.509995,207.520004,9855500
4/8/2014,210.050003,216.490005,206.419998,215.460007,6889300
4/9/2014,216.759995,218.449997,210.889999,216.929993,5157900
4/10/2014,216.820007,217.5,203.789993,204.190002,7211500
4/11/2014,200.610001,207,198.600006,203.779999,9067200
4/14/2014,207.600006,208.440002,194.410004,198.089996,7703000
4/15/2014,199.089996,199.289993,184.320007,193.910004,13659300
4/16/2014,197,199.990005,190.820007,199.110001,7202200
4/17/2014,199.610001,202.289993,194.080002,198.119995,5926800
4/21/2014,197.080002,206.199997,194,204.380005,5258200
4/22/2014,206.360001,219.330002,205.009995,218.639999,9804700
4/23/2014,216.330002,216.740005,207,207.990005,7295600
4/24/2014,210.809998,212.800003,203.199997,207.860001,5495200
4/25/2014,202,206.699997,197.649994,199.850006,6996700
4/28/2014,200,203.789993,190.5,198.509995,7042000
4/29/2014,198.210007,207.149994,195.529999,206.919998,5779100
4/30/2014,203.600006,208.160004,201.279999,207.889999,4440600
5/1/2014,207.080002,214.020004,205.690002,207.729996,5439900
5/2/2014,208.600006,211.360001,206.520004,210.910004,4086800
5/5/2014,209.479996,217.690002,208.520004,216.610001,5147000
5/6/2014,216.600006,218.660004,206.850006,207.279999,5636700
5/7/2014,209.639999,210.199997,197.25,201.350006,10179300
5/8/2014,182,194.399994,178,178.589996,20056600
5/9/2014,179.860001,183.399994,177.220001,182.259995,8495200
5/12/2014,183.869995,187.190002,179.880005,184.669998,7002300
5/13/2014,183.759995,191.339996,183,190.160004,7097200
5/14/2014,188.949997,193.479996,187.100006,190.619995,5406700
5/15/2014,189.979996,192.660004,185.300003,188.589996,6040400
5/16/2014,188.949997,192.039993,187.720001,191.559998,4487700
5/19/2014,190.720001,196.889999,190,196.089996,4571700
5/20/2014,196.940002,199.330002,193.070007,195.300003,5546100
5/21/2014,196.179993,199.869995,194.789993,199.449997,5285400
5/22/2014,200.350006,206.880005,199.559998,204.880005,6214500
5/23/2014,204.529999,207.759995,202.5,207.300003,4006800
5/27/2014,208.520004,213.869995,207.699997,211.559998,5341100
5/28/2014,210.020004,212.770004,205.259995,210.240005,5495100
5/29/2014,210.570007,212.490005,207.720001,210.240005,3692500
5/30/2014,210.300003,214.800003,207.020004,207.770004,5581100
6/2/2014,207.330002,209.350006,201.669998,204.699997,4668100
6/3/2014,203.490005,208,202.589996,204.940002,3860800
6/4/2014,204.350006,206.259995,200.399994,203.990005,3427400
6/5/2014,204.470001,209.199997,204.050003,206.899994,4054600
6/6/2014,209.75,210.809998,207.179993,208.169998,3073800
6/9/2014,207.949997,209.990005,204.199997,205.309998,2805700
6/10/2014,204.429993,206.970001,201.550003,202.300003,3514700
6/11/2014,201.5,205,199.25,204.470001,3977500
6/12/2014,205.100006,209.880005,202.710007,203.520004,5993700
6/13/2014,204.779999,206.789993,201.580002,206.419998,3544300
6/16/2014,206.759995,225.490005,206.259995,224.610001,13246400
6/17/2014,224.110001,235.539993,222.850006,231.669998,13304900
6/18/2014,231.5,231.710007,226.119995,227.119995,6940200
6/19/2014,228.880005,235.309998,227,227.789993,8793100
6/20/2014,228.520004,231.289993,226.199997,229.589996,4903900
6/23/2014,229.509995,238.990005,228.220001,237.220001,7791100
6/24/2014,238.970001,241.880005,231.630005,232.5,8075900
6/25/2014,233.050003,237.550003,230.240005,236.889999,5801600
6/26/2014,237.169998,240.399994,234.210007,235.600006,5121400
6/27/2014,234.690002,240,234.5,239.059998,5635000
6/30/2014,239.550003,244.490005,239,240.059998,4828600
7/1/2014,242.460007,243.440002,238.699997,239.720001,4336100
7/2/2014,240.660004,242.330002,227.070007,229.429993,8027400
7/3/2014,231.289993,231.899994,224,229.25,5166700
7/7/2014,227.5,229.779999,220.399994,222.660004,5893700
7/8/2014,218.649994,220.960007,214.270004,219.070007,7836200
7/9/2014,221.270004,224.220001,219.210007,223.059998,4115400
7/10/2014,217.179993,222.220001,216.039993,219.460007,4863900
7/11/2014,220.610001,221.600006,217.600006,218.130005,3302300
7/14/2014,219.990005,228.789993,215.449997,226.699997,7203200
7/15/2014,226.729996,227.649994,218.100006,219.580002,5718500
7/16/2014,221.820007,224.800003,216.820007,217.160004,4044500
7/17/2014,216.160004,220.550003,213.600006,215.399994,4649400
7/18/2014,215.949997,221.210007,215.929993,220.020004,4253700
7/21/2014,217.25,223.210007,216.720001,220.539993,3822200
7/22/2014,222.190002,223.300003,219.110001,219.580002,2730000
7/23/2014,220.009995,224.75,219.429993,222.490005,3083300
7/24/2014,223.25,225.100006,220.800003,223.539993,3245500
7/25/2014,222.720001,226.970001,221.75,223.570007,3087100
7/28/2014,224.25,232,221.399994,224.820007,6514300
7/29/2014,226.610001,228.300003,224.860001,225.009995,3382400
7/30/2014,221.919998,229.600006,221.039993,228.919998,4927800
7/31/2014,229.259995,231.399994,221.5,223.300003,7749100
8/1/2014,226.089996,237.5,226,233.270004,11895800
8/4/2014,234.380005,240.5,233.270004,238.520004,5959700
8/5/2014,237.470001,242.990005,235.690002,238.490005,5388600
8/6/2014,238.899994,251.419998,238.580002,248.929993,9249300
8/7/2014,250.119995,256.690002,249.119995,252.389999,7478900
8/8/2014,251.160004,251.759995,246.5,248.130005,5090100
8/11/2014,255.479996,263.73999,255,259.320007,8101300
8/12/2014,258.079987,260.299988,254.580002,259.959991,6382300
8/13/2014,262.01001,265.640015,259.609985,260.309998,6932600
8/14/2014,262.48999,263,256.5,261.380005,4126600
8/15/2014,261.480011,262.089996,258.5,262.01001,3867900
8/18/2014,263.25,267.26001,259.75,259.940002,5849200
8/19/2014,258.869995,259.329987,251.619995,256.76001,5334800
8/20/2014,254.669998,258.73999,253,255.710007,3027900
8/21/2014,256.519989,258.799988,253.259995,254.339996,2915600
8/22/2014,254.539993,256.950012,252.610001,256.779999,2833400
8/25/2014,258.190002,263.679993,258.190002,262.549988,4318100
8/26/2014,264.980011,265.5,261.660004,261.73999,3818000
8/27/2014,263.5,264.23999,260.290009,263.25,2985100
8/28/2014,261.890015,264.480011,261.640015,263.859985,2844900
8/29/2014,268.700012,272,267.51001,269.700012,6447100
9/2/2014,275.5,284.890015,274.299988,284.119995,9852400
9/3/2014,287.670013,288,280.100006,281.190002,6772300
9/4/2014,284.01001,291.420013,280.399994,286.040009,8341700
9/5/2014,282.549988,282.899994,272.51001,277.390015,11169900
9/8/2014,277.619995,284.880005,277.519989,282.109985,5501600
9/9/2014,282.98999,285.48999,277,278.480011,4558800
9/10/2014,279.5,281.410004,273.660004,281.100006,3781300
9/11/2014,280.459991,284.790009,278.630005,280.309998,3766100
9/12/2014,280.5,282.390015,277,279.200012,3324600
9/15/2014,274.369995,274.399994,249.130005,253.860001,16455400
9/16/2014,255.149994,262.459991,252.419998,260.73999,8300100
9/17/2014,262.410004,264.700012,259.5,261.380005,5177700
9/18/2014,263.359985,265.600006,262.320007,263.820007,3692600
9/19/2014,257.98999,261.429993,255.270004,259.320007,6810900
9/22/2014,255,256.019989,244.710007,250.029999,8214100
9/23/2014,245.220001,253.800003,245,250.410004,5658700
9/24/2014,251.119995,252.839996,247.039993,252.139999,3749500
9/25/2014,252.520004,254.960007,246.100006,246.949997,4834200
9/26/2014,248.25,249.729996,246.070007,246.600006,3795400
9/29/2014,244,248.639999,241.380005,245.259995,4852700
9/30/2014,246.919998,247.649994,240.119995,242.679993,4238300
10/1/2014,242.199997,242.660004,235.649994,240.240005,5941700
10/2/2014,250.199997,252.789993,245.360001,251.419998,8998200
10/3/2014,253.059998,256.5,251.029999,255.210007,5406300
10/6/2014,259.130005,262.48999,257.799988,260.619995,7713300
10/7/2014,258.529999,261.459991,255.729996,259.570007,4485500
10/8/2014,260.100006,262.880005,252.639999,259.279999,5055100
10/9/2014,262.25,265.540009,254.399994,257.01001,7361300
10/10/2014,244.639999,245.889999,235.199997,236.910004,12888300
10/13/2014,238.570007,238.960007,221,224.589996,11268700
10/14/2014,228.25,232.470001,223,227.059998,7105300
10/15/2014,220,230.990005,217.320007,229.699997,9147300
10/16/2014,219.720001,229.919998,219.100006,226.350006,5399300
10/17/2014,233.380005,234.770004,226.550003,227.479996,10549400
10/20/2014,226.720001,232.399994,225.509995,230.470001,3494400
10/21/2014,234.270004,235.389999,230.800003,235.339996,4130300
10/22/2014,233.190002,237.389999,230.559998,231.100006,4116600
10/23/2014,234.660004,236.279999,232,235.289993,3492400
10/24/2014,236.270004,237.800003,231.199997,235.240005,3463300
10/27/2014,234.25,234.610001,220.309998,221.669998,9553300
10/28/2014,229.600006,244.600006,228.25,242.770004,10516300
10/29/2014,241.130005,241.5,235.639999,238.100006,4962500
10/30/2014,238.139999,240.5,235.059998,238.660004,3228400
10/31/2014,242.509995,243.119995,238.75,241.699997,3775300
11/3/2014,243,247.559998,241.320007,242.589996,4203800
11/4/2014,240.490005,242.350006,236.529999,238.929993,3682600
11/5/2014,241,241.360001,230.529999,230.970001,9045900
11/6/2014,234.490005,246.690002,228.5,241.220001,15354700
11/7/2014,242.190002,242.839996,237.199997,240.199997,5161000
11/10/2014,239.110001,242.880005,236.800003,241.929993,4577200
11/11/2014,242.550003,251.820007,242,251.080002,7948800
11/12/2014,249.720001,252.339996,245.580002,249.100006,5870800
11/13/2014,250.619995,255.75,250.25,251.699997,6236000
11/14/2014,250,258.850006,248.5,258.679993,6101100
11/17/2014,257.48999,259,252.020004,253.979996,4025700
11/18/2014,255.860001,259.98999,255.509995,257.700012,4473000
11/19/2014,250.610001,251.880005,245.600006,247.740005,7918500
11/20/2014,247.949997,250.929993,246,248.710007,3587200
11/21/2014,252.210007,252.779999,242.169998,242.779999,7485100
11/24/2014,245.199997,247.600006,240.639999,246.720001,4789700
11/25/2014,247.350006,249.720001,246.089996,248.089996,3159800
11/26/2014,248.339996,249,246.600006,248.440002,1981200
11/28/2014,245.350006,246.690002,242.520004,244.520004,2119700
12/1/2014,241.160004,242.470001,229.009995,231.639999,8619400
12/2/2014,234.570007,234.880005,228,231.429993,5887000
12/3/2014,226.25,229.720001,225.5,229.300003,5307700
12/4/2014,228.600006,230.899994,227.809998,228.279999,3855600
12/5/2014,228.669998,229.389999,222.259995,223.710007,6063600
12/8/2014,221.539993,224.860001,212.339996,214.360001,9225600
12/9/2014,209.339996,217.729996,204.270004,216.889999,9431500
12/10/2014,214.130005,216.770004,207.699997,209.839996,7314100
12/11/2014,210.529999,215.429993,208.229996,208.880005,6694400
12/12/2014,204.820007,211.679993,204.5,207,7173800
12/15/2014,209.289993,209.800003,202.669998,204.039993,5218300
12/16/2014,200.889999,203.679993,195.369995,197.809998,8426100
12/17/2014,193.059998,206.649994,192.649994,205.820007,7367800
12/18/2014,212.380005,218.440002,211.800003,218.259995,7483300
12/19/2014,220.190002,220.399994,214.5,219.289993,6910500
12/22/2014,220,224.059998,218.259995,222.600006,4799400
12/23/2014,223.809998,224.320007,219.520004,220.970001,4505700
12/24/2014,219.770004,222.5,219.25,222.259995,1332200
12/26/2014,221.509995,228.5,221.5,227.820007,3327000
12/29/2014,226.899994,227.910004,224.020004,225.710007,2802500
12/30/2014,223.990005,225.649994,221.399994,222.229996,2903200
12/31/2014,223.089996,225.679993,222.25,222.410004,2297500
1/2/2015,222.869995,223.25,213.259995,219.309998,4764400
1/5/2015,214.550003,216.5,207.160004,210.089996,5368500
1/6/2015,210.059998,214.199997,204.210007,211.279999,6261900
1/7/2015,213.350006,214.779999,209.779999,210.949997,2968400
1/8/2015,212.809998,213.800003,210.009995,210.619995,3442500
1/9/2015,208.919998,209.979996,204.960007,206.660004,4668300
1/12/2015,203.050003,204.470001,199.25,202.210007,5950300
1/13/2015,203.320007,207.610001,200.910004,204.25,4477300
1/14/2015,185.830002,195.199997,185,192.690002,11551900
1/15/2015,194.490005,195.75,190,191.869995,5216500
1/16/2015,190.699997,194.490005,189.649994,193.070007,3603200
1/20/2015,193.869995,194.119995,187.039993,191.929993,4503200
1/21/2015,189.550003,198.679993,189.509995,196.570007,4153000
1/22/2015,197,203.240005,195.199997,201.619995,4116900
1/23/2015,200.289993,203.5,198.330002,201.289993,3438600
1/26/2015,201.830002,208.619995,201.050003,206.550003,3234500
1/27/2015,204.419998,208.029999,203.300003,205.979996,2781000
1/28/2015,206.110001,206.369995,198.419998,199.369995,3149600
1/29/2015,201.070007,205.979996,196.5,205.199997,3548100
1/30/2015,203.960007,207.470001,203,203.600006,3007000
2/2/2015,203.970001,211.949997,203.300003,210.940002,4149200
2/3/2015,213.220001,220.369995,211.270004,218.360001,4826200
2/4/2015,218.289993,221.479996,216.800003,218.550003,3305400
2/5/2015,219.880005,225.479996,219.639999,220.990005,3522900
2/6/2015,222,223.399994,216.5,217.360001,3243900
2/9/2015,215.380005,217.929993,211.990005,217.479996,3472400
2/10/2015,217.550003,220.5,215,216.289993,5390500
2/11/2015,212.210007,214.740005,207.279999,212.800003,9769100
2/12/2015,193.570007,203.089996,193.279999,202.880005,15649600
2/13/2015,202.899994,205.990005,200.910004,203.770004,6191000
2/17/2015,205.699997,205.699997,201.5,204.350006,3979600
2/18/2015,204.169998,206.169998,202.600006,204.460007,2713600
2/19/2015,205,212.440002,203.75,211.710007,5154100
2/20/2015,210.779999,217.600006,209.809998,217.110001,5982100
2/23/2015,215.660004,218.199997,206.330002,207.339996,8499800
2/24/2015,207.289993,207.289993,201.699997,204.110001,6603600
2/25/2015,204.940002,207.139999,202.580002,203.759995,3909500
2/26/2015,204,211.089996,202.220001,207.190002,6472900
2/27/2015,206.899994,208.550003,202.800003,203.339996,3882100
3/2/2015,202.699997,203.339996,195.830002,197.330002,7922100
3/3/2015,196.809998,200.240005,195.320007,199.559998,4432300
3/4/2015,199.25,202.520004,197.210007,202.440002,4222000
3/5/2015,202.850006,206.190002,200.149994,200.630005,4877000
3/6/2015,199.210007,200.75,192.149994,193.880005,6712400
3/9/2015,194.389999,194.490005,188.25,190.880005,6736700
3/10/2015,188.460007,193.5,187.600006,190.320007,5579700
3/11/2015,191.149994,196.179993,191.009995,193.740005,4974900
3/12/2015,193.75,194.449997,189.75,191.070007,4149300
3/13/2015,188.949997,191.75,187.320007,188.679993,5434300
3/16/2015,192,195.910004,189.800003,195.699997,5628800
3/17/2015,195.429993,198.710007,193.940002,194.729996,4894100
3/18/2015,194.960007,200.880005,193.110001,200.710007,4820900
3/19/2015,202,204.589996,194.529999,195.649994,8475200
3/20/2015,197.449997,198.990005,195.619995,198.080002,4269500
3/23/2015,198.5,200.5,197.470001,199.630005,2631600
3/24/2015,201.580002,203.789993,199.75,201.720001,3649900
3/25/2015,198.270004,198.589996,192.699997,194.300003,5730400
3/26/2015,193.919998,194.789993,189.699997,190.410004,4128000
3/27/2015,189.070007,189.289993,181.399994,185,8604900
3/30/2015,185.850006,192.25,181.800003,190.570007,10089500
3/31/2015,193.529999,193.759995,188.410004,188.770004,5026600
4/1/2015,188.699997,192.300003,186.050003,187.589996,3794600
4/2/2015,190.229996,193.229996,190,191,5010400
4/6/2015,198,207.75,197.5,203.100006,12455800
4/7/2015,202.509995,205.059998,201.139999,203.25,4347900
4/8/2015,208.199997,210.899994,205.869995,207.669998,6303100
4/9/2015,208.429993,210.369995,206.119995,210.089996,3800200
4/10/2015,209.850006,211.649994,209,210.899994,4067700
4/13/2015,210.440002,213,209.050003,209.779999,3758200
4/14/2015,208.570007,209.490005,205.5,207.460007,3026000
4/15/2015,207.460007,209.589996,206.600006,207.830002,1952400
4/16/2015,207.699997,209.169998,206.289993,206.699997,1659100
4/17/2015,204.990005,206.880005,203.5,206.789993,2469900
4/20/2015,206.779999,207.850006,203.850006,205.270004,2559300
4/21/2015,205.800003,210.75,204.309998,209.410004,3432500
4/22/2015,212.5,221.880005,211.690002,219.440002,7863000
4/23/2015,218.270004,221.479996,217.149994,218.600006,4411200
4/24/2015,220.5,220.800003,218.009995,218.429993,2427800
4/27/2015,222.559998,238.75,222,231.550003,11672600
4/28/2015,234.75,235.5,228.029999,230.479996,6085400
4/29/2015,230.050003,234.970001,227.630005,232.449997,3936100
4/30/2015,230.389999,232.889999,225.169998,226.050003,3911900
5/1/2015,229.940002,231.770004,220.410004,226.029999,5281700
5/4/2015,228.179993,234.729996,227.110001,230.509995,4434600
5/5/2015,237.759995,239.5,229.130005,232.949997,5796900
5/6/2015,234.100006,234.470001,228.199997,230.429993,5270900
5/7/2015,221,237.479996,220.25,236.800003,9455900
5/8/2015,235.990005,238.410004,233.699997,236.610001,4668200
5/11/2015,236.289993,242.880005,235.309998,239.490005,5672300
5/12/2015,240.110001,246.350006,238.190002,244.740005,6363400
5/13/2015,247.610001,248.300003,242.25,243.179993,5440200
5/14/2015,244.820007,244.889999,241.25,244.100006,2895900
5/15/2015,243.929993,249.399994,242.5,248.839996,4527600
5/18/2015,247,249.899994,246,248.75,3353200
5/19/2015,248.429993,251,246.149994,247.139999,3674200
5/20/2015,247.130005,247.740005,241.369995,244.350006,3755600
5/21/2015,243.029999,246.619995,242.360001,245.619995,1970600
5/22/2015,245.380005,248.600006,245.009995,247.729996,2223100
5/26/2015,247.679993,252,246.5,247.460007,3498700
5/27/2015,248.509995,249.5,245.550003,247.429993,3408200
5/28/2015,247.029999,251.800003,245.050003,251.449997,3647300
5/29/2015,251,252.869995,249.429993,250.800003,3789300
6/1/2015,251.410004,251.600006,247.470001,249.449997,2505100
6/2/2015,248.919998,249.399994,246.300003,248.350006,2134800
6/3/2015,248.199997,250.720001,247.009995,248.990005,1781500
6/4/2015,247.5,249.300003,245.710007,245.919998,2453600
6/5/2015,246,249.699997,245.679993,249.139999,3022000
6/8/2015,250.850006,258.75,250.309998,256.290009,5017000
6/9/2015,255.399994,257.73999,254.139999,256,2611100
6/10/2015,251.899994,254,248.5,250.699997,3454500
6/11/2015,253.259995,254.369995,250.429993,251.410004,2044100
6/12/2015,250.210007,253.460007,250.210007,250.690002,1422300
6/15/2015,249.699997,251.279999,246.009995,250.380005,2186200
6/16/2015,250.130005,253.440002,249.100006,253.119995,1984700
6/17/2015,252.169998,264.359985,252.020004,260.410004,5512900
6/18/2015,262,263.459991,260.019989,261.890015,2782700
6/19/2015,262.399994,263.799988,260.100006,262.51001,2463000
6/22/2015,262.149994,264.399994,255.690002,259.790009,4561100
6/23/2015,260.320007,268,258.570007,267.670013,3870800
6/24/2015,266.980011,267.350006,263.720001,265.170013,2412300
6/25/2015,266.450012,271.410004,265.25,268.790009,2849200
6/26/2015,268.890015,269.109985,266,267.089996,3838400
6/29/2015,261.950012,265.950012,260.700012,262.019989,3478900
6/30/2015,264.799988,270.920013,264,268.26001,3086900
7/1/2015,271.109985,272.619995,267.850006,269.149994,2101200
7/2/2015,280.200012,282.450012,273.309998,280.019989,7163900
7/6/2015,278.880005,281.690002,276.299988,279.720001,4121900
7/7/2015,275,275.200012,260.769989,267.880005,6105100
7/8/2015,259.320007,260.799988,254.309998,254.960007,6221100
7/9/2015,259.079987,262.950012,256.790009,257.920013,3334100
7/10/2015,262.220001,263,257.820007,259.149994,2610900
7/13/2015,262.25,262.549988,256.049988,262.160004,2960300
7/14/2015,262.100006,265.98999,260.51001,265.649994,1907600
7/15/2015,266.73999,267.48999,262.079987,263.140015,2021600
7/16/2015,264.220001,267.200012,263.160004,266.679993,1616000
7/17/2015,272.5,275.540009,268.25,274.660004,5004100
7/20/2015,275,286.649994,272.540009,282.26001,4978500
7/21/2015,270.049988,273.5,266.549988,266.769989,6108700
7/22/2015,261.269989,269.440002,260.859985,267.869995,3105000
7/23/2015,269.649994,269.899994,265.269989,267.200012,2227200
7/24/2015,267.380005,271.089996,263.920013,265.410004,2836500
7/27/2015,262.429993,264.429993,250.789993,253.009995,4694200
7/28/2015,255.75,265.399994,251.839996,264.820007,3895800
7/29/2015,264.269989,267.890015,262,263.820007,2790100
7/30/2015,262.690002,266.940002,262.109985,266.790009,2034600
7/31/2015,267.600006,269.359985,265.119995,266.149994,2222600
8/3/2015,266.290009,266.709991,257.070007,259.98999,2553500
8/4/2015,260.01001,266.720001,258.339996,266.279999,2352500
8/5/2015,263.579987,271,260.399994,270.130005,6214300
8/6/2015,249.539993,255,236.119995,246.130005,14623800
8/7/2015,243.580002,243.729996,238.389999,242.509995,5073400
8/10/2015,238.149994,242.970001,236.050003,241.139999,4185900
8/11/2015,237.149994,239.300003,234.440002,237.369995,4264900
8/12/2015,235,239.770004,232.740005,238.169998,3728000
8/13/2015,239.860001,246.479996,239.119995,242.509995,4689200
8/14/2015,247.240005,247.929993,241.770004,243.149994,4364800
8/17/2015,255.559998,256.589996,250.509995,254.990005,7176700
8/18/2015,255.380005,260.950012,253.559998,260.720001,4195000
8/19/2015,260.329987,260.649994,255.020004,255.25,3604300
8/20/2015,252.059998,254.559998,241.899994,242.179993,4905800
8/21/2015,236,243.800003,230.509995,230.770004,6590200
8/24/2015,202.789993,231.399994,195,218.869995,9581600
8/25/2015,230.520004,230.899994,219.119995,220.029999,4327300
8/26/2015,227.929993,228,215.509995,224.839996,4963000
8/27/2015,231,244.75,230.809998,242.990005,7656000
8/28/2015,241.860001,251.449997,241.570007,248.479996,5513700
8/31/2015,245.619995,254.949997,245.509995,249.059998,4700200
9/1/2015,240.339996,246,236.970001,238.630005,5454800
9/2/2015,245.300003,247.880005,239.779999,247.690002,4629200
9/3/2015,252.059998,252.080002,245,245.570007,4194800
9/4/2015,240.889999,244.089996,238.199997,241.929993,3689200
9/8/2015,245.050003,249.160004,244.050003,248.169998,3138200
9/9/2015,252.050003,254.25,248.300003,248.910004,3390800
9/10/2015,247.229996,250.720001,245.330002,248.479996,2709000
9/11/2015,247.639999,250.240005,244.729996,250.240005,2350800
9/14/2015,251.100006,254.25,249.669998,253.190002,2890900
9/15/2015,252.75,254.600006,249.5,253.570007,2933500
9/16/2015,253.039993,262.880005,252.880005,262.25,4417100
9/17/2015,263.959991,265.5,260.690002,262.070007,3585800
9/18/2015,257.959991,263.820007,257.5,260.619995,3763100
9/21/2015,263.980011,271.570007,255.800003,264.200012,6120200
9/22/2015,259.029999,262.649994,255.869995,260.940002,3664400
9/23/2015,261.950012,262.079987,257.579987,261.059998,2600800
9/24/2015,259.529999,263.450012,256.209991,263.119995,3448200
9/25/2015,266.609985,266.910004,256.149994,256.910004,3773400
9/28/2015,257.350006,259.790009,246.610001,248.429993,4901100
9/29/2015,250.460007,254.729996,245.460007,246.649994,3703200
9/30/2015,252,252.399994,242.339996,248.399994,4929600
10/1/2015,247.509995,248.5,237.130005,239.880005,4573000
10/2/2015,235.600006,247.699997,234.929993,247.570007,4424000
10/5/2015,248.839996,249.839996,244.130005,246.149994,3689900
10/6/2015,240,243.029999,235.580002,241.460007,5225200
10/7/2015,236.630005,237.699997,229.119995,231.960007,6814000
10/8/2015,230.080002,230.720001,221.309998,226.720001,6133200
10/9/2015,220.929993,224.369995,218.360001,220.690002,6158400
10/12/2015,222.990005,223,215.270004,215.580002,3836300
10/13/2015,213.279999,222.520004,211.130005,219.25,5171500
10/14/2015,220.669998,220.949997,215.429993,216.880005,3104400
10/15/2015,216.429993,221.729996,213.699997,221.309998,2844200
10/16/2015,223.039993,230.479996,222.869995,227.009995,4334500
10/19/2015,226.5,231.149994,224.940002,228.100006,2507900
10/20/2015,227.720001,228.600006,202,213.029999,14900000
10/21/2015,211.990005,214.809998,208.800003,210.089996,4151500
10/22/2015,211.559998,215.75,209.399994,211.720001,2825200
10/23/2015,215,215.350006,207.690002,209.089996,4235500
10/26/2015,211.380005,215.880005,210,215.259995,3391400
10/27/2015,214.839996,217.100006,207.509995,210.350006,3519400
10/28/2015,211.309998,213.449997,208.300003,212.960007,2728600
10/29/2015,211.75,213.75,210.639999,211.630005,1805000
10/30/2015,210.399994,211.630005,203.889999,206.929993,4438900
11/2/2015,208.919998,215.800003,207.220001,213.789993,3927900
11/3/2015,213.850006,214.440002,207.75,208.350006,8332500
11/4/2015,227,232.740005,225.199997,231.630005,12726400
11/5/2015,230.580002,234.580002,229.190002,231.770004,4496800
11/6/2015,230.699997,233.360001,229.5,232.360001,2445300
11/9/2015,232.990005,232.990005,224.309998,225.330002,3850900
11/10/2015,223.479996,223.699997,216.080002,216.5,4617000
11/11/2015,217.770004,219.479996,213.630005,219.080002,3347800
11/12/2015,217.850006,219,212.660004,212.940002,2915900
11/13/2015,212.949997,212.990005,206.520004,207.190002,3430300
11/16/2015,206.089996,214.979996,205.800003,214.309998,2925400
11/17/2015,215.199997,216,211.399994,214,2148700
11/18/2015,214.5,221.380005,212.520004,221.070007,2811900
11/19/2015,220.539993,226.190002,220.300003,221.800003,2504400
11/20/2015,223.490005,225,213.580002,220.009995,4400700
